SGAN_Train, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00,
 SGAN_Test,  96.22,  96.91,  96.58,  96.15,  97.09,  96.64,  96.72,  96.86,  96.49,  96.76,
Disc_Train, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00,
 Disc_Test,  93.84,  92.74,  93.32,  93.69,  93.08,  92.98,  93.91,  93.63,  93.44,  93.71,
